formname,formuuid,formelementgroup,formelementgroupuuid,M  FormElement,concept,datatype,conceptuuid
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Place of Abortion,Place of Abortion,Coded,16e2956e-1265-4e2c-b4ef-eb7568b5c69d
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Place of Abortion,Place of Abortion,Coded,16e2956e-1265-4e2c-b4ef-eb7568b5c69d
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Place of Abortion,Place of Abortion,Coded,16e2956e-1265-4e2c-b4ef-eb7568b5c69d
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Specify other place of abortion,Specify other place of abortion,Text,26d8c447-3c27-4a42-a47a-8b4a2b1946e9
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Who did the abortion?,Abortion done by,Coded,68740322-f381-4de6-9e06-ad9f93e81f93
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Who did the abortion?,Abortion done by,Coded,68740322-f381-4de6-9e06-ad9f93e81f93
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Who did the abortion?,Abortion done by,Coded,68740322-f381-4de6-9e06-ad9f93e81f93
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Who did the abortion?,Abortion done by,Coded,68740322-f381-4de6-9e06-ad9f93e81f93
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Who did the abortion?,Abortion done by,Coded,68740322-f381-4de6-9e06-ad9f93e81f93
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Specify the who other did the abortion,Specify the who other did the abortion,Text,d346b862-6d69-4b1e-b6dc-2cee6036d066
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,"If self medication, where did woman get the medicine from","If self medication, where did woman get the medicine from",Coded,e1dab606-f18e-4007-940a-5df6f48af91a
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,"If self medication, where did woman get the medicine from","If self medication, where did woman get the medicine from",Coded,e1dab606-f18e-4007-940a-5df6f48af91a
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,"If self medication, where did woman get the medicine from","If self medication, where did woman get the medicine from",Coded,e1dab606-f18e-4007-940a-5df6f48af91a
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,"If self medication, where did woman get the medicine from","If self medication, where did woman get the medicine from",Coded,e1dab606-f18e-4007-940a-5df6f48af91a
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Specify the other place from where woman got the medicine,Other place from where woman got the medicine,Text,ad707cd2-4ddd-4d5e-89ba-6a9eea4e792d
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Did woman face any complication due to abortion?,Complication due to abortion,Coded,3fc12cff-0b61-45f5-af60-93b0f19570da
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Did woman face any complication due to abortion?,Complication due to abortion,Coded,3fc12cff-0b61-45f5-af60-93b0f19570da
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Did woman face any complication due to abortion?,Complication due to abortion,Coded,3fc12cff-0b61-45f5-af60-93b0f19570da
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Did woman face any complication due to abortion?,Complication due to abortion,Coded,3fc12cff-0b61-45f5-af60-93b0f19570da
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Did woman face any complication due to abortion?,Complication due to abortion,Coded,3fc12cff-0b61-45f5-af60-93b0f19570da
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Did woman face any complication due to abortion?,Complication due to abortion,Coded,3fc12cff-0b61-45f5-af60-93b0f19570da
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Details,5563d18e-a3a0-4d59-9d68-a9379169a814,Specify the other complication faced due to abortion,Other complication faced due to abortion,Text,39633d82-8da1-458e-a759-1d558d3a3a92
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Other details,64fbcf8a-79e3-4764-ad63-bb9ebccc0bc1,Name of village where woman got abortion done,Name of village where woman got abortion done,Text,aba42644-f860-4c73-aa0e-8b22c563cbb0
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Other details,64fbcf8a-79e3-4764-ad63-bb9ebccc0bc1,Does woman require any referral?,Does woman require referral?,Coded,77d122e8-0620-4754-8375-b0cbe329003c
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Other details,64fbcf8a-79e3-4764-ad63-bb9ebccc0bc1,Does woman require any referral?,Does woman require referral?,Coded,77d122e8-0620-4754-8375-b0cbe329003c
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Does woman require referral?,Does woman require referral?,Coded,77d122e8-0620-4754-8375-b0cbe329003c
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Does woman require referral?,Does woman require referral?,Coded,77d122e8-0620-4754-8375-b0cbe329003c
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Other place of referral,Other place of referral,Text,d169efa9-49af-4c84-ae09-b1b7296c62da
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Other referral reason,Other referral reason,Text,e048675e-eb86-41c2-a47b-aecfa9a3bb8c
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion,73107501-f22f-4ac8-a65a-fc0bd99d17ba,Referral details,55a511e2-1d8a-4019-bb05-758fb5f7a8f9,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Details,3bab0ef9-333d-4dcc-9212-ffbeee0e11f5,How many times a day does mother change the clothes?,How many times a day does mother change the clothes?,Numeric,0f3c0b07-0014-468d-b01d-9fa1fb60801a
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Woman's examination,e292ae45-0c3a-4d93-9924-973029b37835,Temperature,Temperature,Numeric,544438f2-4eeb-41a6-9017-d2895d4d76ef
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Woman's examination,e292ae45-0c3a-4d93-9924-973029b37835,Temperature,Temperature(celcius),Numeric,0c6d2587-382d-4762-8871-b6890d854505
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Woman's examination,e292ae45-0c3a-4d93-9924-973029b37835,Pulse,Pulse,Numeric,630c0fa3-38f7-427d-a8dd-f1417cf1b7dc
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Woman's examination,e292ae45-0c3a-4d93-9924-973029b37835,Blood Pressure (systolic),Blood Pressure (systolic),Numeric,6874d48e-8c2f-4009-992c-1d3ca1678cc6
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Woman's examination,e292ae45-0c3a-4d93-9924-973029b37835,Blood Pressure (Diastolic),Blood Pressure (Diastolic),Numeric,da871f6c-cef0-4191-b307-6751b31ac9ec
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Woman's examination,e292ae45-0c3a-4d93-9924-973029b37835,Is there foul smelling discharge PV,Is there foul smelling discharge PV,Coded,7764a974-7ba8-4a13-9ba9-6d8d580f3c99
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Woman's examination,e292ae45-0c3a-4d93-9924-973029b37835,Is there foul smelling discharge PV,Is there foul smelling discharge PV,Coded,7764a974-7ba8-4a13-9ba9-6d8d580f3c99
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Woman's examination,e292ae45-0c3a-4d93-9924-973029b37835,Does mother has seizures?,Does mother has seizures?,Coded,74c618b3-a4e0-4382-9486-70dbf5752d9d
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Woman's examination,e292ae45-0c3a-4d93-9924-973029b37835,Does mother has seizures?,Does mother has seizures?,Coded,74c618b3-a4e0-4382-9486-70dbf5752d9d
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Woman's examination,e292ae45-0c3a-4d93-9924-973029b37835,"Does mother has any breast related issue like swelling, cracked nipple etc?","Does mother has any breast related issue like swelling, cracked nipple etc?",Coded,43567d78-ad97-46bc-afa1-8522ec9e0180
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Woman's examination,e292ae45-0c3a-4d93-9924-973029b37835,"Does mother has any breast related issue like swelling, cracked nipple etc?","Does mother has any breast related issue like swelling, cracked nipple etc?",Coded,43567d78-ad97-46bc-afa1-8522ec9e0180
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Maternal death,8a01e7e4-e1ac-4397-982c-55a65acb67bb,Did mother die?,Did mother die?,Coded,49cdf65a-a0a8-40f4-b5a6-55c405038891
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Maternal death,8a01e7e4-e1ac-4397-982c-55a65acb67bb,Did mother die?,Did mother die?,Coded,49cdf65a-a0a8-40f4-b5a6-55c405038891
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Maternal death,8a01e7e4-e1ac-4397-982c-55a65acb67bb,Date of death,Date of Death,Date,338953ea-6d7e-423e-96d6-f52d5aa37072
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Referral needed to mother?,Referral needed to mother?,Coded,c75a610f-27c3-4fad-9c26-04887c15436e
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Referral needed to mother?,Referral needed to mother?,Coded,c75a610f-27c3-4fad-9c26-04887c15436e
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Does woman require referral?,Does woman require referral?,Coded,77d122e8-0620-4754-8375-b0cbe329003c
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Does woman require referral?,Does woman require referral?,Coded,77d122e8-0620-4754-8375-b0cbe329003c
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Other place of referral,Other place of referral,Text,d169efa9-49af-4c84-ae09-b1b7296c62da
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Referral reason,Referral reason,Coded,8a56f008-a910-4d6f-b028-a95db330dbf2
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Other referral reason,Other referral reason,Text,e048675e-eb86-41c2-a47b-aecfa9a3bb8c
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Place of referral,Place of referral,Coded,80fccb06-a62f-43e8-92eb-358bdb600079
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -1?,Status of referral -1,Coded,4671094b-4fe9-42d4-a933-6cc7d0320209
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -1?,Status of referral -1,Coded,4671094b-4fe9-42d4-a933-6cc7d0320209
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -1?,Status of referral -1,Coded,4671094b-4fe9-42d4-a933-6cc7d0320209
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -1?,Status of referral -1,Coded,4671094b-4fe9-42d4-a933-6cc7d0320209
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -1?,Status of referral -1,Coded,4671094b-4fe9-42d4-a933-6cc7d0320209
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -1?,Status of referral -1,Coded,4671094b-4fe9-42d4-a933-6cc7d0320209
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -1?,Status of referral -1,Coded,4671094b-4fe9-42d4-a933-6cc7d0320209
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -1?,Status of referral -1,Coded,4671094b-4fe9-42d4-a933-6cc7d0320209
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -1?,Status of referral -1,Coded,4671094b-4fe9-42d4-a933-6cc7d0320209
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -1?,Status of referral -1,Coded,4671094b-4fe9-42d4-a933-6cc7d0320209
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -2?,Status of referral -2,Coded,9c049865-30c3-4a1f-958f-76e39714e1cd
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -2?,Status of referral -2,Coded,9c049865-30c3-4a1f-958f-76e39714e1cd
Abortion Followup,e38e9e5a-ebad-473c-920a-f308a940b0c5,Referral,75f33f74-3ac6-4472-aba6-f0c69dd971b3,Status of referral -2?,Status of referral -2,Coded,9c049865-30c3-4a1f-958f-76e39714e1cd
